id,userid,courseid,component,action,objectid,timecreated,_week
580,661,2,mod_resource,view,25,1707399475,1
581,661,10,mod_lesson,view,136,1707627125,1
582,661,1,mod_page,view,3,1707717626,1
583,661,10,mod_url,attempt,141,1707564374,1
584,661,9,mod_resource,submit,128,1707623435,1
585,661,9,mod_lesson,submit,131,1707619334,1
586,661,3,mod_url,view,41,1707348084,1
587,661,9,mod_book,submit,129,1707169239,1
588,665,15,mod_resource,view,223,1707716441,1
589,665,7,mod_bigbluebuttonbn,view,98,1707396032,1
590,665,13,mod_book,attempt,191,1707464805,1
591,665,12,mod_bigbluebuttonbn,view,172,1707431223,1
592,665,7,mod_url,submit,104,1707586337,1
593,665,15,mod_folder,view,220,1707236930,1
594,665,10,mod_lesson,view,136,1707467429,1
595,665,13,mod_book,submit,182,1707357916,1
596,665,12,mod_url,view,179,1707616999,1
597,665,6,mod_resource,view,86,1707373754,1
598,665,5,mod_book,submit,62,1707427536,1
599,665,3,mod_book,attempt,44,1707514892,1
600,665,12,mod_folder,submit,169,1707198185,1
601,665,5,mod_bigbluebuttonbn,view,69,1707647478,1
602,665,6,mod_bigbluebuttonbn,view,82,1707193517,1
603,668,9,mod_book,view,134,1707398568,1
604,668,5,mod_bigbluebuttonbn,view,66,1707594574,1
605,668,1,mod_url,view,14,1707557191,1
606,668,2,mod_page,view,16,1707615483,1
607,672,11,mod_resource,view,155,1707316180,1
608,672,1,mod_folder,view,6,1707263859,1
609,672,15,mod_url,view,214,1707560794,1
610,672,11,mod_resource,attempt,156,1707486134,1
611,672,10,mod_lesson,view,136,1707619556,1
612,672,4,mod_page,view,54,1707735109,1
613,672,10,mod_resource,attempt,139,1707768134,1
614,672,9,mod_book,view,132,1707605467,1
615,672,4,mod_book,attempt,50,1707438584,1
616,672,1,mod_folder,view,6,1707382893,1
617,672,5,mod_bigbluebuttonbn,view,74,1707289980,1
618,672,7,mod_url,view,99,1707273795,1
619,672,8,mod_lesson,submit,114,1707354597,1
620,673,11,mod_resource,view,155,1707520150,1
621,673,11,mod_resource,view,151,1707371006,1
622,673,4,mod_page,view,54,1707645614,1
623,673,9,mod_book,submit,132,1707578949,1
624,675,10,mod_url,view,140,1707573105,1
625,675,1,mod_url,view,15,1707326696,1
626,675,14,mod_book,submit,203,1707537816,1
627,675,11,mod_resource,attempt,155,1707600627,1
628,675,4,mod_page,view,60,1707246220,1
629,675,5,mod_bigbluebuttonbn,view,66,1707516482,1
630,675,14,mod_lesson,view,204,1707264225,1
631,675,9,mod_page,view,123,1707493410,1
632,675,5,mod_resource,attempt,68,1707618418,1
633,675,9,mod_page,submit,123,1707164330,1
634,675,6,mod_page,view,85,1707613147,1
635,675,11,mod_resource,view,164,1707359760,1
636,692,1,mod_lesson,view,8,1707724550,1
637,695,9,mod_lesson,attempt,121,1707269079,1
638,695,7,mod_url,view,104,1707736446,1
639,695,5,mod_bigbluebuttonbn,view,66,1707749104,1
640,695,14,mod_url,view,209,1707256817,1
641,695,9,mod_book,view,129,1707384555,1
642,695,8,mod_resource,view,113,1707216228,1
643,704,14,mod_lesson,view,210,1707598119,1
644,704,14,mod_resource,view,200,1707470392,1
645,704,10,mod_url,view,146,1707314264,1
646,704,12,mod_book,view,180,1707157104,1
647,704,15,mod_book,view,221,1707352010,1
648,711,9,mod_book,view,127,1707430860,1
649,711,7,mod_url,view,99,1707561833,1
650,711,10,mod_url,view,146,1707256087,1
651,711,12,mod_url,view,168,1707431816,1
652,711,12,mod_book,view,180,1707614354,1
653,711,12,mod_resource,attempt,177,1707538448,1
654,711,9,mod_resource,attempt,128,1707670245,1
655,711,3,mod_book,view,36,1707284328,1
656,713,9,mod_book,view,127,1707558667,1
657,713,6,mod_lesson,view,78,1707303817,1
658,713,8,mod_resource,submit,113,1707326650,1
659,724,15,mod_url,view,214,1707744983,1
660,724,9,mod_book,view,132,1707504465,1
661,724,7,mod_bigbluebuttonbn,submit,97,1707517204,1
662,724,13,mod_book,view,191,1707543258,1
663,724,9,mod_page,view,123,1707443434,1
664,724,4,mod_page,view,60,1707377776,1
665,724,12,mod_url,view,179,1707668224,1
666,724,11,mod_url,view,154,1707628839,1
667,750,7,mod_resource,view,92,1707368512,1
668,750,14,mod_lesson,view,204,1707706795,1
669,750,13,mod_lesson,attempt,195,1707533171,1
670,750,13,mod_url,view,187,1707439914,1
671,750,9,mod_page,view,123,1707345080,1
672,750,9,mod_resource,view,128,1707270674,1
673,750,14,mod_lesson,submit,210,1707505373,1
674,750,10,mod_folder,view,143,1707277433,1
675,750,2,mod_lesson,view,28,1707645249,1
676,750,2,mod_book,attempt,19,1707286534,1
677,750,5,mod_resource,submit,68,1707345387,1
678,750,7,mod_lesson,attempt,93,1707197436,1
679,750,7,mod_resource,attempt,92,1707369093,1
680,750,12,mod_url,view,168,1707226323,1
681,750,4,mod_book,view,50,1707269739,1
682,761,1,mod_page,view,3,1707545530,1
683,761,6,mod_page,attempt,85,1707203417,1
684,761,13,mod_book,view,191,1707641061,1
685,761,6,mod_book,view,77,1707552090,1
686,761,7,mod_folder,view,105,1707304195,1
687,774,6,mod_book,submit,83,1707469876,1
688,774,7,mod_page,view,101,1707670042,1
689,774,3,mod_bigbluebuttonbn,submit,34,1707201494,1
690,774,11,mod_resource,view,156,1707240882,1
691,774,9,mod_book,view,127,1707509432,1
692,774,11,mod_resource,submit,157,1707278678,1
693,774,2,mod_book,view,26,1707752626,1
694,785,9,mod_book,attempt,132,1707649046,1
695,785,13,mod_lesson,view,195,1707419168,1
696,785,10,mod_url,view,146,1707513722,1
697,785,1,mod_page,view,3,1707687806,1
698,789,15,mod_book,attempt,221,1707330091,1
699,789,6,mod_bigbluebuttonbn,view,82,1707129766,1
700,789,12,mod_url,view,168,1707625024,1
701,789,15,mod_lesson,view,224,1707337446,1
702,789,1,mod_folder,submit,6,1707449387,1
703,789,12,mod_bigbluebuttonbn,submit,171,1707525760,1
704,789,1,mod_lesson,attempt,8,1707432916,1
705,789,8,mod_lesson,submit,108,1707534748,1
706,789,1,mod_bigbluebuttonbn,submit,13,1707222610,1
707,789,11,mod_page,submit,160,1707562283,1
708,813,9,mod_book,view,132,1707784785,1
709,813,7,mod_bigbluebuttonbn,view,97,1707636546,1
710,829,4,mod_page,submit,57,1707613043,1
711,829,1,mod_bigbluebuttonbn,view,13,1707399266,1
712,829,12,mod_book,view,180,1707306508,1
713,829,7,mod_url,view,95,1707381734,1
714,829,8,mod_bigbluebuttonbn,view,119,1707589262,1
715,829,8,mod_lesson,view,108,1707460809,1
716,829,9,mod_book,view,127,1707522955,1
717,829,12,mod_bigbluebuttonbn,view,171,1707701723,1
718,829,5,mod_bigbluebuttonbn,view,66,1707400799,1
719,829,6,mod_lesson,view,78,1707527455,1
720,829,2,mod_resource,view,25,1707308272,1
721,838,6,mod_book,view,83,1707662079,1
722,838,2,mod_url,view,30,1707461529,1
723,838,11,mod_bigbluebuttonbn,view,158,1707304229,1
724,853,14,mod_lesson,view,204,1707759024,1
725,853,5,mod_page,view,71,1707301478,1
726,853,7,mod_bigbluebuttonbn,attempt,97,1707236016,1
727,854,10,mod_lesson,view,148,1707502701,1
728,858,2,mod_url,view,21,1707738746,1
729,858,12,mod_url,view,168,1707620488,1
730,858,5,mod_resource,view,68,1707303878,1
731,858,12,mod_resource,view,167,1707696380,1
732,858,10,mod_folder,view,143,1707539555,1
733,858,8,mod_folder,view,107,1707402742,1
734,858,15,mod_resource,view,211,1707293230,1
735,877,3,mod_book,submit,36,1707449854,1
736,877,2,mod_book,view,19,1707334398,1
737,877,10,mod_page,view,137,1707274089,1
738,877,13,mod_book,view,191,1707546244,1
739,877,5,mod_bigbluebuttonbn,attempt,66,1707715879,1
740,877,7,mod_resource,view,92,1707207569,1
741,877,4,mod_page,view,57,1707208538,1
742,877,10,mod_url,submit,146,1707564084,1
743,877,6,mod_resource,view,84,1707622346,1
744,877,10,mod_resource,submit,139,1707229445,1
745,877,6,mod_page,attempt,85,1707730336,1
746,883,7,mod_folder,attempt,96,1707660749,1
747,902,12,mod_url,view,170,1707514270,1
748,902,5,mod_page,view,71,1707160304,1
749,902,9,mod_lesson,view,131,1707197086,1
750,902,12,mod_url,submit,179,1707425416,1
751,902,6,mod_resource,view,84,1707764379,1
752,902,11,mod_page,submit,161,1707734857,1
753,902,2,mod_resource,attempt,20,1707522817,1
754,902,10,mod_url,attempt,140,1707317041,1
755,902,4,mod_page,view,60,1707253521,1
756,902,15,mod_book,view,221,1707406064,1
757,902,8,mod_bigbluebuttonbn,view,110,1707733987,1
758,902,15,mod_folder,view,220,1707767197,1
759,902,3,mod_book,attempt,44,1707528497,1
760,902,11,mod_bigbluebuttonbn,view,158,1707468248,1
761,902,1,mod_url,attempt,14,1707300245,1
762,902,12,mod_url,attempt,168,1707207630,1
763,902,3,mod_page,submit,40,1707283247,1
764,902,6,mod_page,submit,81,1707196132,1
765,914,9,mod_book,view,132,1707617813,1
766,914,14,mod_book,view,203,1707339870,1
767,914,4,mod_page,view,57,1707267518,1
768,914,5,mod_page,view,71,1707497471,1
769,914,15,mod_folder,view,220,1707677149,1
770,915,13,mod_lesson,view,193,1707477124,1
771,930,8,mod_lesson,view,108,1707515391,1
772,930,2,mod_url,view,27,1707389067,1
773,930,15,mod_url,view,214,1707553833,1
774,930,14,mod_lesson,submit,210,1707674136,1
775,930,5,mod_url,view,70,1707658344,1
776,930,7,mod_url,attempt,95,1707229400,1
777,930,5,mod_bigbluebuttonbn,attempt,69,1707248824,1
778,930,5,mod_page,attempt,72,1707649731,1
779,930,8,mod_resource,attempt,113,1707545242,1
780,935,6,mod_page,view,85,1707273304,1
781,935,2,mod_url,view,30,1707740998,1
782,935,8,mod_resource,view,113,1707440172,1
783,935,7,mod_page,view,101,1707522182,1
784,935,11,mod_bigbluebuttonbn,view,158,1707285522,1
785,935,4,mod_resource,view,56,1707610422,1
786,935,14,mod_page,view,207,1707588144,1
787,935,1,mod_url,view,2,1707366164,1
788,935,6,mod_book,view,90,1707424650,1
789,935,10,mod_bigbluebuttonbn,view,145,1707407315,1
790,935,6,mod_book,view,79,1707167121,1
791,935,14,mod_url,view,201,1707685981,1
792,935,14,mod_page,submit,207,1707441910,1
793,949,2,mod_book,view,22,1707652914,1
794,949,10,mod_url,view,146,1707215965,1
795,949,13,mod_page,view,194,1707701723,1
796,949,15,mod_book,view,221,1707227202,1
797,976,10,mod_resource,view,139,1707575087,1
798,976,5,mod_resource,submit,68,1707239246,1
799,976,5,mod_bigbluebuttonbn,submit,65,1707390350,1
800,976,8,mod_resource,view,113,1707551907,1
801,976,12,mod_url,view,168,1707309375,1
802,976,10,mod_url,submit,141,1707185734,1
803,976,12,mod_resource,view,167,1707439545,1
804,976,14,mod_book,view,203,1707616352,1
805,976,13,mod_resource,view,184,1707185613,1
806,977,12,mod_bigbluebuttonbn,submit,171,1707476580,1
807,977,6,mod_book,submit,90,1707165138,1
808,977,12,mod_folder,view,175,1707450591,1
809,977,3,mod_url,submit,37,1707677134,1
810,977,12,mod_folder,submit,169,1707761699,1
811,977,13,mod_page,attempt,194,1707283580,1
812,977,9,mod_book,view,132,1707502659,1
813,977,12,mod_resource,view,166,1707116484,1
814,977,9,mod_book,view,132,1707514197,1
815,977,4,mod_lesson,view,55,1707724848,1
816,977,10,mod_page,view,137,1707460641,1
817,977,14,mod_lesson,submit,204,1707241794,1
818,977,1,mod_lesson,view,11,1707380101,1
819,977,12,mod_resource,view,177,1707672200,1
820,979,7,mod_bigbluebuttonbn,view,98,1707297919,1
821,979,6,mod_bigbluebuttonbn,submit,82,1707716140,1
822,979,7,mod_folder,view,96,1707558202,1
823,979,5,mod_bigbluebuttonbn,view,65,1707430062,1
824,979,10,mod_page,view,137,1707251066,1
825,979,4,mod_page,view,54,1707157374,1
826,979,7,mod_url,view,95,1707458477,1
827,979,15,mod_book,submit,221,1707668970,1
828,979,10,mod_bigbluebuttonbn,view,144,1707551469,1
829,979,10,mod_url,submit,140,1707218389,1
830,979,6,mod_book,view,90,1707285603,1
831,979,10,mod_page,view,137,1707263848,1
832,979,2,mod_lesson,view,23,1707555924,1
833,979,10,mod_url,view,140,1707607733,1
834,979,10,mod_page,view,137,1707316695,1
835,979,13,mod_lesson,view,195,1707412293,1
836,979,10,mod_url,view,141,1707146588,1
837,979,4,mod_page,view,60,1707376042,1
838,979,5,mod_page,view,71,1707786917,1
839,979,1,mod_page,view,3,1707379938,1
840,981,10,mod_url,view,140,1707588217,1
841,981,11,mod_resource,view,165,1707667886,1
842,981,4,mod_page,view,57,1707182812,1
843,981,12,mod_url,view,168,1707195312,1
844,981,7,mod_resource,view,92,1707236883,1
845,981,5,mod_book,view,62,1707487663,1
846,982,9,mod_lesson,view,130,1707225379,1
847,982,6,mod_book,view,83,1707442386,1
848,990,2,mod_book,view,22,1707321333,1
849,999,12,mod_folder,view,169,1707692661,1
850,999,5,mod_resource,view,68,1707526674,1
851,999,6,mod_book,view,89,1707251897,1
852,999,4,mod_page,view,60,1707612102,1
853,1007,14,mod_resource,attempt,200,1707583269,1
854,1007,12,mod_book,view,180,1707181368,1
855,1007,6,mod_page,view,85,1707224209,1
856,1007,13,mod_page,view,194,1707564920,1
857,1007,9,mod_lesson,view,131,1707649803,1
858,1010,11,mod_resource,submit,164,1707212970,1
859,1010,6,mod_page,submit,85,1707638251,1
860,1010,1,mod_folder,view,6,1707356831,1
861,1010,2,mod_lesson,submit,23,1707482068,1
862,1010,1,mod_folder,submit,6,1707442627,1
863,1010,12,mod_resource,submit,167,1707661882,1
864,1010,9,mod_book,view,127,1707612638,1
865,1010,4,mod_page,view,54,1707329949,1
866,1010,11,mod_resource,attempt,155,1707700570,1
867,1010,4,mod_page,view,54,1707406366,1
868,1010,12,mod_resource,view,167,1707392170,1
869,1010,7,mod_lesson,attempt,93,1707308693,1
870,1010,2,mod_page,view,16,1707627667,1
871,1010,6,mod_book,attempt,77,1707442030,1
872,1010,1,mod_page,view,4,1707398592,1
873,1010,2,mod_lesson,view,28,1707767848,1
874,1021,15,mod_lesson,view,213,1707733783,1
875,1021,12,mod_folder,view,175,1707176133,1
876,1021,13,mod_book,view,182,1707725233,1
877,1021,9,mod_book,view,127,1707554363,1
878,1021,2,mod_url,view,30,1707309543,1
879,1021,13,mod_book,view,191,1707265597,1
880,1021,12,mod_url,attempt,168,1707725906,1
881,1021,10,mod_url,view,140,1707691032,1
882,1021,13,mod_resource,view,184,1707149332,1
883,1027,6,mod_page,view,81,1707609358,1
884,1027,5,mod_bigbluebuttonbn,view,74,1707737703,1
885,1027,5,mod_resource,view,68,1707340956,1
886,1027,1,mod_resource,view,10,1707223480,1
887,1034,11,mod_resource,view,155,1707274060,1
888,1034,10,mod_url,view,146,1707364120,1
889,1039,3,mod_page,view,40,1707295847,1
890,1039,9,mod_lesson,view,121,1707750943,1
891,1039,8,mod_lesson,view,114,1707608170,1
892,1039,7,mod_bigbluebuttonbn,view,97,1707678204,1
893,1039,2,mod_bigbluebuttonbn,submit,29,1707460845,1
894,1039,2,mod_url,submit,30,1707524225,1
895,1039,7,mod_page,attempt,101,1707736196,1
896,1039,15,mod_resource,submit,211,1707307755,1
897,1039,1,mod_lesson,submit,8,1707215794,1
898,1043,11,mod_resource,view,156,1707558653,1
899,1043,5,mod_bigbluebuttonbn,view,69,1707242780,1
900,1043,9,mod_resource,view,128,1707708471,1
901,1043,12,mod_resource,view,166,1707164918,1
902,1043,12,mod_resource,submit,166,1707782661,1
903,1043,9,mod_book,view,134,1707617541,1
904,1043,7,mod_folder,view,105,1707423803,1
905,1043,5,mod_resource,view,68,1707533950,1
906,1043,1,mod_book,view,7,1707258821,1
907,1043,1,mod_book,view,7,1707668987,1
908,1043,7,mod_lesson,view,93,1707607851,1
909,1043,2,mod_book,attempt,22,1707191310,1
910,1044,4,mod_resource,view,56,1707411351,1
911,1044,3,mod_book,view,36,1707515503,1
912,1044,12,mod_folder,submit,175,1707319696,1
913,1044,8,mod_resource,attempt,115,1707691200,1
914,1044,11,mod_resource,view,157,1707424686,1
915,1044,4,mod_bigbluebuttonbn,submit,48,1707623391,1
916,1044,7,mod_page,view,101,1707697801,1
917,1044,1,mod_page,view,4,1707627062,1
918,1044,15,mod_book,view,221,1707706128,1
919,1044,14,mod_book,view,203,1707736416,1
920,1044,13,mod_url,view,185,1707404308,1
921,1048,14,mod_lesson,view,210,1707286558,1
922,1048,12,mod_resource,view,166,1707209996,1
923,1048,15,mod_resource,view,211,1707574889,1
924,1048,1,mod_bigbluebuttonbn,view,13,1707200517,1
925,1048,7,mod_resource,submit,92,1707399976,1
926,1048,7,mod_resource,view,92,1707485313,1
927,1048,1,mod_page,view,4,1707150647,1
928,1048,9,mod_resource,view,128,1707414897,1
929,1048,4,mod_lesson,submit,55,1707625234,1
930,1048,10,mod_lesson,view,148,1707358538,1
931,1048,7,mod_bigbluebuttonbn,view,97,1707230663,1
932,1048,6,mod_book,submit,89,1707461352,1
933,1048,12,mod_bigbluebuttonbn,view,172,1707645482,1
934,1048,9,mod_lesson,view,121,1707588573,1
935,1048,15,mod_lesson,view,224,1707252316,1
936,1048,11,mod_page,view,161,1707438106,1
937,1048,8,mod_bigbluebuttonbn,view,110,1707686347,1
938,1048,3,mod_url,view,37,1707546584,1
939,1048,11,mod_page,submit,160,1707586449,1
940,1049,14,mod_lesson,view,210,1707168981,1
941,1049,12,mod_resource,view,167,1707256237,1
942,1049,14,mod_page,view,207,1707467713,1
943,1051,11,mod_resource,view,165,1707548556,1
944,1051,6,mod_book,submit,77,1707295304,1
945,1051,3,mod_url,attempt,41,1707353949,1
946,1051,4,mod_page,view,54,1707287786,1
947,1051,1,mod_page,view,4,1707593836,1
948,1051,10,mod_resource,submit,139,1707386253,1
949,1051,5,mod_page,attempt,72,1707591087,1
950,1051,2,mod_lesson,view,17,1707536819,1
951,1051,8,mod_lesson,attempt,108,1707736424,1
952,1051,12,mod_resource,view,166,1707677273,1
953,1051,2,mod_page,view,16,1707214007,1
954,1051,13,mod_resource,view,184,1707533390,1
955,1051,2,mod_book,submit,19,1707454181,1
956,1051,1,mod_url,submit,15,1707508172,1
957,1060,5,mod_bigbluebuttonbn,view,66,1707435578,1
958,1060,10,mod_url,attempt,146,1707567936,1
959,1060,1,mod_url,view,15,1707212774,1
960,1060,1,mod_folder,view,6,1707384048,1
961,1060,1,mod_bigbluebuttonbn,view,13,1707517451,1
962,1060,5,mod_page,submit,72,1707545456,1
963,1060,6,mod_resource,view,86,1707570822,1
964,1060,9,mod_book,view,132,1707626308,1
965,1060,4,mod_lesson,view,53,1707601104,1
966,1060,15,mod_resource,submit,223,1707147624,1
967,1060,12,mod_bigbluebuttonbn,submit,171,1707681188,1
968,1060,5,mod_resource,attempt,68,1707225762,1
969,1060,10,mod_resource,view,139,1707445491,1
970,1060,4,mod_lesson,view,53,1707604441,1
971,1060,7,mod_folder,attempt,96,1707346302,1
972,1060,8,mod_lesson,attempt,108,1707475823,1
973,1060,2,mod_bigbluebuttonbn,view,29,1707570105,1
974,1060,14,mod_book,view,203,1707198151,1
975,1060,11,mod_resource,submit,156,1707287441,1
976,1060,5,mod_resource,view,61,1707623922,1
977,1062,14,mod_lesson,view,210,1707586601,1
978,1062,6,mod_book,view,79,1707187039,1
979,1062,11,mod_page,submit,162,1707301483,1
980,1062,8,mod_folder,submit,120,1707768669,1
981,1062,5,mod_book,view,62,1707749561,1
982,1062,2,mod_lesson,view,23,1707239392,1
983,1066,6,mod_resource,submit,87,1707528883,1
984,1066,7,mod_folder,view,105,1707592144,1
985,1066,12,mod_book,view,180,1707190554,1
986,1066,15,mod_resource,view,223,1707460059,1
987,1066,11,mod_resource,submit,152,1707313906,1
988,1066,5,mod_resource,view,68,1707374742,1
989,1066,3,mod_url,view,38,1707548683,1
990,1068,13,mod_book,view,191,1707155461,1
991,1068,7,mod_bigbluebuttonbn,view,97,1707558337,1
992,1068,13,mod_url,view,185,1707324198,1
993,1068,6,mod_book,submit,83,1707615647,1
994,1068,10,mod_folder,view,143,1707253503,1
995,1068,8,mod_bigbluebuttonbn,view,110,1707605425,1
996,1068,9,mod_lesson,view,131,1707305471,1
997,1075,2,mod_resource,view,20,1707208131,1
998,1075,13,mod_book,view,191,1707660694,1
999,1079,8,mod_folder,submit,120,1707495935,1
1000,1079,6,mod_book,view,89,1707375584,1
1001,1079,8,mod_lesson,view,114,1707327164,1
1002,1079,2,mod_resource,view,20,1707562777,1
1003,1079,11,mod_url,attempt,154,1707233638,1
1004,1079,5,mod_folder,submit,73,1707444551,1
1005,1079,6,mod_book,submit,79,1707747789,1
1006,1079,2,mod_bigbluebuttonbn,view,29,1707260240,1
1007,1079,14,mod_url,view,209,1707634111,1
1008,1079,4,mod_page,view,54,1707229606,1
1009,1079,1,mod_folder,view,6,1707700753,1
1010,1079,14,mod_url,attempt,201,1707486135,1
1011,1079,6,mod_book,submit,90,1707499982,1
1012,1083,10,mod_bigbluebuttonbn,view,150,1707211619,1
1013,1083,12,mod_folder,view,169,1707183930,1
1014,1083,10,mod_lesson,view,148,1707484244,1
1015,1083,10,mod_lesson,view,136,1707348779,1
1016,1083,13,mod_lesson,view,195,1707305585,1
1017,1083,3,mod_page,view,40,1707171592,1
1018,1083,8,mod_folder,view,120,1707181733,1
1019,1083,1,mod_url,view,15,1707586997,1
1020,1083,7,mod_folder,view,96,1707363636,1
1021,1087,7,mod_bigbluebuttonbn,view,98,1707386498,1
1022,1087,6,mod_lesson,view,78,1707417153,1
1023,1087,14,mod_page,view,207,1707240327,1
1024,1087,5,mod_bigbluebuttonbn,view,65,1707551327,1
1025,1087,2,mod_book,attempt,26,1707791043,1
